stop_code	stop_id	stop_name
98051	490006174N	Downe, Down House (->N)
58482	490006004HD	Edgware, Deansbrook Road (Stop HD)
48379	490006005N	Kingsbury, Deanscroft Avenue (Stop BD)
71976	490006044N	Park Langley, Den Road (Stop PJ)
71741	490006045E	Stratford, Stratford Park (Stop F)
48249	490006045W	Stratford, Stratford Park (Stop S)
72102	490006048E	East Putney, Deodar Road (Stop V)
52532	490006048W	East Putney, Deodar Road (Stop W)
48170	490006181S	Carshalton Beeches, Downside Road (Stop)
73234	490006182N	Dalston, Downs Park Road (Stop F)
52542	490006017W	Nine Elms, Condell Road (Stop R)
72552	490006018H	Welling, Deepdene Road (Stop H)
75232	490006020E	Brixton, Deerdale Road  St Saviour's School (Stop)
53979	490005979S	Falconwood, Darwin Road (->S)
56263	490005980S	Clapton, Daubeney Road (Stop)
52223	490006005S	Kingsbury, Deanscroft Avenue (Stop BM)
47698	490006006E	Burnt Oak, Deans Lane (Stop T)
59331	490006006N	Burnt Oak, Deansbrook Road Edgware (Stop P)
54323	490006111N2	Mayfair, Dorchester Hotel (Stop T)
72632	490005992S	Kingston Upon Thames, Dawson Road (KT1) (->S)
48021	490005993E	Dudden Hill, Dawson Road (NW2) (->E)
57028	490006122S	Harold Hill, Dorking Road (Stop NL)
73852	490006127N	Harold Hill, Dorking Walk (->N)
57680	490006199N	Dulwich, Droitwich Close (Stop O)
75523	490006199S	Dulwich, Droitwich Close (Stop T)
54386	490006200C	Bermondsey, Druid Street (Stop C)
77536	490006175W	Mill Hill, Downhurst Avenue (Stop F)
92166	490006115Y	East Wickham, Veroan Road (->E)
50747	490006139E	Southborough, Douglas Road (KT6) (Stop LH)
49471	490005973F	Tufnell Park, Tufnell Park (Stop TS)
75775	490006170N1	De Beauvoir Town, Haggerston Station Downham Rd (Stop KE)
72248	490006132E	Dormer's Wells, Telford Road (Stop V)
73503	490005974N	Dartmouth Park, Glenhurst Avenue  Lissenden Gardens (Stop GE)
59016	490006156W	Elm Park, Dowding Way (Stop D)
57791	490006167N	Downe, Downe Church (->N)
72183	490006169N1	De Beauvoir Town, Downham Road (Stop XF)
54744	490006169S1	De Beauvoir Town, Downham Road (Stop XC)
52657	490006142W	Beckton, Dove Approach (Stop BR)
54403	490006143W	Selsdon/South Croydon, Dove Close (->W)
53051	490006144N	Mortlake, Mortlake Bus Station (Stop R)
74814	490006144S	Mortlake, Avondale Road Mortlake (Stop X)
52123	490006145N	Preston, Dovedale Avenue (->N)
54124	490006145S	Preston, Dovedale Avenue (->S)
74669	490006146N	Harefield, Dovedale Close (->N)
55389	490006158S	Southend, Downderry Road (->S)
76674	490006002W	Burnt Oak, Deansbrook Close (Stop Z)
74312	490006004HC	Edgware, Deansbrook Road (Stop HC)
75703	490006059W	Little Ilford, Dersingham Avenue (Stop A)
48301	490006060N	Whetstone, Derwent Crescent (Stop F)
55963	490006060S	Whetstone, Derwent Crescent (Stop J)
72566	490006061W	Anerley, Derwent Road (Stop N)
71258	490005979N	Falconwood, Darwin Road (->N)
58750	490006096N	Cricklewood, Dollis Hill Lane (Stop SE)
53349	490006096S	Cricklewood, Dollis Hill Lane (Stop SD)
58247	490006097LL	Neasden, Clifford Way (Stop RR)
47137	490006098W	Chipping Barnet, Dollis Valley Way (Stop)
53538	490005989E	Harlington, Clement Gardens (Stop X)
75754	490006155S1	Hither Green, Pasture Road (SE6) (->S)
54263	490006156E	Elm Park, Dowding Way (Stop K)
49102	490006205E	Neasden, Drury Way (Stop Q)
73216	490006205W	Neasden, Drury Way (Stop P)
75361	490006206E	Lessness Heath, Bedonwell Road  Dryhill Road (Stop)
57144	490006206N	Lessness Heath, Bedonwell Road  Streamway (Stop)
50474	490006206S	Lessness Heath, Nuxley Road  Dryhill Road (Stop)
47025	490006207S	Chingford, Drysdale Ave  Hawkwood Cres (Stop)
77415	490006023E2	Brondesbury Park, Deerhurst Road (NW2) (Stop K)
72134	490006024S	Chingford, Antlers Hill  Deerleap Grove (Stop)
71911	490006025N	Globe Town, Victoria Park (Stop T)
76896	490006026E	Southall, Hayes Bridge (E-bound)
71014	490006026W1	Yeading, Delamere Road (Stop)
56544	490006027W9	Croydon, Delta Point (Stop WP)
53656	490006067S	Sutton, Devonshire Avenue (Stop U)
51434	490006068H	Hornchurch, Devonshire Road (RM12) (Stop H)
59447	490006068K	Hornchurch, Devonshire Road (RM12) (Stop K)
55874	490006070N	Spring Park, Devonshire Way (Stop)
59424	490006031N	Hounslow West, Dene Avenue (Stop T)
72208	490006031S	Hounslow West, Dene Avenue (Stop P)
76004	490005965S	Bethnal Green, Darling Row (Stop R)
98050	490006174S	Downe, Down House (Stop)
52381	490006177E	Kenley, Downs Court Road  Selcroft Rd (->E)
58156	490006050C	Deptford, Deptford High Street (Stop C)
77025	490006051E	New Cross, Deptford High St New Cross Rd (Stop E)
49530	490006052E	Deptford, Deptford Park School (Stop T)
48566	490006052N	Deptford, Deptford Park School (Stop R)
74794	490006052S	Deptford, Deptford Park School (Stop Y)
71878	490006052W	Deptford, Deptford Park School (Stop Q)
50106	490006054N	Plashet, Derby Road (->N)
56497	490006054S	Plashet, Derby Road (Stop)
53910	490006056E	Norwood Green, Derley Road (Stop BD)
74530	490006160S	Downe, Downe Court Riding Centre (->S)
98047	490006162N	Downe, Standard Road Downe (->N)
72768	490006162S	Downe, Downe High Street (Stop)
77687	490006146S	Harefield, Dovedale Close (->S)
51635	490006149W	Barnes, Dover House Road (Stop L)
75652	490006150E	Putney Heath, Dover Park Drive (Stop H)
47296	490006150W	Putney Heath, Dover Park Drive (Stop J)
74555	490006151N	Aldersbrook, Dover Road (Stop N)
50262	490006152G	Rainham, Dovers Corner (Stop G)
52414	490006152H	Rainham, Dovers Corner (Stop H)
50789	490006153J	Rainham, Dovers Corner (Stop J)
75054	490006216N	Roxeth, Dudley Gardens (Stop RE)
52883	490006224G	Chelsea, Duke of York Square (Stop G)
54103	490006216S	Roxeth, Dudley Gardens (Stop RB)
54228	490006219S	Ilford, Dudley Road Ilford (Stop D)
49373	490006220N	North Sheen, Dudley Road (TW9) (Stop L)
72425	490006220S	North Sheen, Dudley Road (TW9) (Stop K)
74201	490006218E	Roxeth, Dudley Road (HA2) (Stop RS)
71719	490006218W	Roxeth, Dudley Road (HA2) (Stop WP)
54668	490006250D	Broad Green, Croydon University Hospital (Stop D)
48219	490006412D1	Kingston Upon Thames, Eden Street (Stop D1)
73213	490006412D2	Kingston Upon Thames, Eden Street (Stop D2)
53575	490006271W	North Harrow, Durham Road (HA1) (Stop NJ)
74153	490006272E	Holloway, Durham Road (N7) (Stop NT)
52481	490006323E	Kidbrooke, Eastbrook Road (->E)
75131	490006319E	Furzedown, Eastbourne Road (Stop TN)
50554	490006319W	Furzedown, Eastbourne Road (Stop TQ)
74082	490006320N	Wallend, Blaney Crescent (Stop K)
47640	490006320S	Wallend, Blaney Crescent (Stop J)
72387	490006321D	Paddington, Paddington Station  Eastbourne Terrace (Stop D)
56787	490006330N	South Harrow, Eastcote Lane (HA2) (Stop X)
71088	490006330S	South Harrow, Eastcote Lane (HA2) (Stop W)
73043	490006331N	Pinner, Eastcote Road (Stop F)
54756	490006334E	East Dulwich, Dulwich Hospital (Stop T)
54951	490006334W	East Dulwich, Dulwich Hospital (Stop C)
48803	490006335E	East Dulwich, Whateley Road (Stop DS)
73229	490006335N	East Dulwich, Melbourne Grove (Stop DQ)
51092	490006335S	East Dulwich, Melbourne Grove (Stop DU)
75934	490006335W	East Dulwich, Whateley Road (Stop DT)
71402	490006336N	East Dulwich, East Dulwich Sainsbury's (Stop N)
76428	490006288E	Shooters Hill, Eaglesfield Road Shooters Hill (Stop SF)
48104	490006288W	Shooters Hill, Eaglesfield Road Shooters Hill (Stop SL)
56835	490006289N	Shoreditch, Eagle Wharf Road (Stop XR)
71167	490006289S	Shoreditch, Eagle Wharf Road (Stop XL)
58330	490006291L	Ealing, Ealing Broadway Centre (Stop L)
48277	490006357W	Wennington, East Hall Lane (Stop)
73886	490006358N	East Ham, East Ham  White Horse (Stop G)
76804	490006395S	Upper Tooting, Eatonville Road (Stop T)
72792	490006266EC	Walworth, Dunton Road (Stop EC)
56501	490006266NA	Walworth, Dunton Road  Old Kent Road (Stop NA)
57457	490006266WN	Walworth, Dunton Road (Stop WN)
48165	490006267E	Croydon, Duppas Hill (Stop)
49926	490006267W	Croydon, Davenant Road (Stop)
54047	490006268E	Hackbridge, The Riverside Centre (Stop)
74182	490006338E	Finchley, East End Road (Stop B)
76721	490006280N	Monken Hadley, Dury Road (->N)
75972	490006280S	Monken Hadley, Dury Road (->S)
54087	490006281E	Ramsden, Dyke Drive (Stop B)
47001	490006380F	Walworth, East Street (Stop F)
75536	490006308M	Lower Sydenham, Earlsthorpe Road (Stop M)
58215	490006309S	Finsbury, Hall Street (Stop UM)
48188	490006368S	Russell Square, Eastman Dental Hospital (Stop HB)
56537	490006369E	Greenford, Eastmead Avenue (Stop EH)
71821	490006370W	Greenford, Beechwood Avenue (UB6) (Stop EL)
48233	490006374N	Welling, East Road (DA16) (Stop C)
47338	490006375E	Chadwell Heath, Padnall Road (Stop EB)
52489	490006375W	Chadwell Heath, East Road (RM6) (Stop EE)
49691	490006380G	Walworth, East Street (Stop G)
51512	490006380H	Walworth, East Street (Stop H)
50411	490006380S	Walworth, East Street (Stop U)
49045	490006381N	Highams Park, East View (Stop WT)
49138	490006381S	Highams Park, East View (Stop WE)
50619	490006382N	North Ockendon, East View Kennels (->N)
47903	490006224KP	Chelsea, Duke of York Square (Stop KP)
53628	490006230W	Selsdon/South Croydon, Selsdon Library (Stop A)
72051	490006264S	Honor Oak, Dunstans Road Honor Oak (Stop WR)
58510	490006265E	Harefield, Dunster Close (->E)
56723	490006265W	Harefield, Dunster Close (->W)
48454	490006292R	Hanwell, Ealing Hospital (Stop T)
49862	490006292S	Hanwell, Ealing Hospital (Stop S)
76678	490006292U	Hanwell, Ealing Hospital (Stop U)
59283	490006294N	Northfields, Ealing Park Gardens (Stop E)
73784	490006294S	Northfields, Ealing Park Gardens (Stop D)
55669	490006295D	Wembley, Chaplin Road Wembley (Stop CQ)
55202	490006271E	North Harrow, Durham Road (HA1) (Stop NH)
71375	490006248N	Ilford, Vicarage Lane Ilford (Stop G)
48114	490006322N	Beacontree Heath, Eastbrookend Country Park (Stop)
76280	490006297B	Brentford, Watermans Centre (Stop BH)
53884	490006297W	Brentford, Watermans Centre (Stop BE)
47426	490006299A	Wembley, Ealing Road Harrow Road (Stop CX)
57611	490006299B	Wembley, Ealing Road Harrow Road (Stop CW)
55030	490006300R	Brentford, Ealing Road (Stop BU)
71410	490006250E	Broad Green, Dunheved Road North (Stop E)
73401	490006300W	Brentford, Ealing Road (Stop BB)
56240	490006301E	Ealing, Longfield Avenue Ealing (Stop V)
73609	490006301R	Ealing, Ealing Town Hall (Stop R)
49281	490006302N	Lisson Grove, Eamont Street (Stop F)
77482	490006302W	Lisson Grove, Eamont Street (Stop E)
53172	490006358S1	East Ham, East Ham  White Horse (Stop L)
52132	490006358S2	East Ham, East Ham  White Horse (Stop M)
51323	490006274W	Vauxhall, Durham Street (Stop)
50196	490006275N	Rayners Lane, Durley Avenue (Stop)
73251	490006276N	Kingston Upon Thames, Durlston Road (Stop F)
76983	490006276S	Kingston Upon Thames, Durlston Road (Stop E)
77837	490006277E	Farnborough, Durrant Way (Stop G)
57961	490006277W	Farnborough, Durrant Way (Stop K)
47099	490006278W	Kidbrooke, Woolacombe Road (Stop Q)
47265	490006233E	Dulwich, Dulwich College (Stop VS)
53077	490006233N	Dulwich, Dulwich College (Stop VP)
76763	490006392S	Isleworth, Eaton Road (->S)
76760	490006392W	Isleworth, Eaton Road (->N)
59609	490006394S	Belgravia, Eaton Square (Stop J)
76044	490006394W	Belgravia, Eaton Square (Stop F)
55447	490006395N	Upper Tooting, Eatonville Road (Stop S)
55881	490006364S	Kingston Upon Thames, East Lane (KT1) (Stop UM)
50740	490006234E	Dulwich, Dulwich Park  Queen Mary's Gate (Stop VM)
71057	490006237W	Dulwich Village, Dulwich Village (SE21) (Stop VF)
51216	490006254E	Chislehurst West, Dunkery Road  Mottingham Road (Stop C)
53443	490006254W	Chislehurst West, Dunkery Road  Mottingham Road (Stop R)
58291	490006256W	New Addington, Dunley Drive (Stop FB)
51496	490006257S	New Addington, Frimley Close (->S)
56136	490006257W	New Addington, Frimley Close (->W)
47904	490006258E	Surrey Quays, Dunnage Crescent (->E)
98145	490006325N	Forty Hill, Eastbury Avenue (Stop)
47840	490006326E	Greenford, East Close (Stop)
76020	490006327E	South Ruislip, Holyrood Avenue (Stop L)
57843	490006327N	South Ruislip, Eastcote Lane (HA4) (->N)
76074	490006327S	South Ruislip, Eastcote Lane (HA4) (Stop)
75443	490006327W	South Ruislip, Holyrood Avenue (Stop M)
48562	490006329S	Eastcote Village, Eastcote High Road (Stop B)
49682	490006418S	Selsdon/South Croydon, Edgecoombe (Stop)
52027	490006419E	Copse Hill, Edge Hill (Stop L)
56837	490006419W	Copse Hill, Edge Hill (Stop K)
74885	490006420N	Purley, Edgehill Road (Stop S)
56878	490006425HA	Edgware, Edgware Community Hospital (Stop HA)
49615	490006425HB	Edgware, Edgware Community Hospital (Stop HB)
57579	490006426W	Edgware, The Drive (HA8) (Stop M)
49553	490006316E	East Barnet, East Barnet War Memorial (Stop BC)
53344	490006286N	Wembley, Eagle Road (->N)
52991	490006286S	Wembley, Eagle Road (->S)
73144	490006248S	Ilford, Benton Road (Stop M)
56006	490006249E	Bellingham, Dunfield Road (Stop SK)
47292	490006232S	Dulwich Village, Dulwich Library (Stop DE)
74094	490006232W1	Dulwich Village, Dulwich  The Plough (Stop DA)
51325	490006380E	Walworth, East Street (Stop E)
48382	490006366N	North Wembley, Highfield Avenue (HA9) (Stop R)
55140	490006366S	North Wembley, East Lane (HA9) (Stop B)
47763	490006368N	Russell Square, Eastman Dental Hospital (Stop HE)
54856	490006304W	West Brompton, Empress State Bldg W Brompton (Stop BB)
71761	490006305G	Earls Court, Earls Court Road (Stop G)
73750	490006305H	Earls Court, Cromwell Road (W8) (Stop H)
74946	490006305J	Earls Court, Cromwell Road  Earls Court Rd (Stop J)
75781	490006306C	Earlsfield, Earlsfield (Stop C)
53626	490006306D	Earlsfield, Earlsfield (Stop D)
58342	490006308J	Lower Sydenham, Earlsthorpe Road (Stop J)
59042	490006316S	East Barnet, Church Hill Road (EN4) (Stop BH)
57919	490006317A	Beckton, Beckton Bus Station (Stop A)
71131	490006406E	Hounslow West, Wellington Road North (Stop F)
73807	490006389W	Beckton, East Ham Manor Way  Covelees Wall (Stop J)
56630	490006390E	Ealing, Eaton Rise (->E)
50508	490006390W	Ealing, Eaton Rise (->W)
55456	490006377SD	North Sheen, Manor Road  North Sheen Station (Stop SD)
75305	490006377SE	North Sheen, Manor Road  North Sheen Station (Stop SE)
75987	490006379BL	Walworth, Old Kent Road  East Street (Stop G)
76808	490006312E	East Acton, East Acton Lane (Stop VR)
50448	490006312W	East Acton, East Acton Lane (Stop VN)
50689	490006423S	Edgware, Edgwarebury Lane  Edgware Way (Stop G)
52239	490006414S	Norbury, Ederline Avenue Norbury (Stop U)
55909	490006239S	Dulwich, Dulwich Wood Avenue (Stop J)
52677	490006240N	Norbury, Dunbar Avenue (->N)
56429	490006240S	Norbury, Dunbar Avenue (->S)
76218	490006242HK	Honor Oak Park, Duncombe Hill (Stop HK)
71069	490006242HL	Honor Oak Park, Duncombe Hill (Stop HL)
56015	490006243N	Hither Green, Duncrievie Road (Stop R)
71301	490006243S2	Hither Green, Duncrievie Road (Stop D)
73680	490006244N	Plumstead Common, Duncroft (Stop)
51104	490006247N	Rainham, Dunedin Road (Stop M)
50364	490006247S	Rainham, Dunedin Road (Stop Y)
50315	490006232N2	Dulwich Village, Dulwich Library (Stop DL)
53229	490006259S	Streatham, Dunraven School (->S)
71289	490006261N	Stamford Hill, Stamford Hill Library (Stop SB)
77323	490006261S	Stamford Hill, Stamford Hill Library (Stop SM)
56300	490006262N	Child's Hill, Dunstan Road Child's Hill (Stop N)
74079	490006262S	Child's Hill, Dunstan Road Child's Hill (Stop A)
75204	490006263E	Child's Hill, Dunstan Road (->E)
72599	490006359S	Beckton, East Ham Fire Station (Stop BL)
50940	490006402S	Islington, Ecclesbourne Road (Stop EK)
73721	490006403E	Clapham Junction, Eccles Road (->E)
53829	490006403W	Clapham Junction, Eccles Road (->W)
55571	490006404W	Victoria, Eccleston Bridge (Stop T)
55056	490006405S	Goodmayes, Eccleston Crescent (Stop)
51749	490006407E	Kensal Town, Edenham Way (Stop M)
72261	490006407W	Kensal Town, Edenham Way (Stop E)
50668	490006408E1	Eden Park, Eden Park (Stop Q)
59393	490006408W	Eden Park, Eden Park (Stop L)
74049	490006409N	Elmers End, Eden Park Avenue (Stop K)
73289	490006409S	Elmers End, Eden Park Avenue (Stop L)
52671	490006410W	Chiswick, Edensor Road  New Chiswick Pool (Stop W)
52696	490006296W	Ealing, Ealing Police Station (Stop P)
49262	490006281W	Ramsden, Dyke Drive (Stop S)
75242	490006282S	Stoke Newington, Brooke Road (Stop S)
47837	490006283E	Ham, Dysart Avenue (Stop P)
48827	490006283S	Ham, Dysart Avenue (Stop YA)
52803	490006283W	Ham, Dysart Avenue (Stop V)
55672	490006284W	East Barnet, Crescent Road (EN4) (Stop BT)
49671	490006285E	Snaresbrook, Eagle Pond (Stop SR)
55487	490006285W	Snaresbrook, Eagle Pond (Stop SM)
51056	490006400N	Pimlico, Ebury Bridge (Stop)
59612	490006401E	Belgravia, Ebury Street (Stop)
77864	490006279S	Ealing, Castlebar Road (Stop ST)
77737	490006338W	Finchley, East End Road (Stop Y)
48313	490006313N	New Barnet, Victoria Road (EN4) (Stop BS)
59368	490006315E	East Barnet, East Barnet Village (Stop BB)
48159	490006249W	Bellingham, Dunfield Road (Stop SJ)
74685	490006258W	Surrey Quays, Dunnage Crescent (->W)
75555	490006259N	Streatham, Dunraven School (->NW)
52219	490006376W	Lessness Heath, Parsonage Manorway (Stop)
54603	490006246E	Wapping, Dundee Street (Stop C)
57177	490006398J	Shoreditch, Bethnal Grn Rd  Shoreditch High St (Stop J)
52428	490006398K	Shoreditch, Shoreditch High Street Station (Stop K)
54491	490006399E	Pimlico, Ebury Bridge Road (Stop R)
74881	490006399W	Pimlico, Pimlico Road  Ebury Bridge Road (Stop Q)
47316	490006385N	Hayes, Eastway (Stop P)
59141	490006385S	Hayes, Eastway (Stop Z)
47444	490006386E	Wennington, Eastwood Drive (->E)
76165	490006323W	Kidbrooke, Eastbrook Road (->W)
53145	490006324E	Beacontree Heath, Eastbrook School (Stop)
51747	490006324W	Beacontree Heath, Eastbrook School (Stop)
77717	490006420S	Purley, Edgehill Road (Stop X)
76871	490006421W	Ealing, Edgehill Road (W13) (Stop SW)
52725	490006322S	Beacontree Heath, Eastbrookend Country Park (Stop)
49681	490006386W	Wennington, Eastwood Drive (->W)
47564	490006388N	Furzedown, Mitcham Lane  Southcroft Road (Stop Q)
73829	490006388S	Furzedown, Mitcham Lane  Southcroft Road (Stop C)
91561	490006389E	Beckton, East Ham Manor Way  Covelees Wall (Stop G)
50346	490006310N	St Margarets, Easedale House (Stop W)
57956	490006315W	East Barnet, East Barnet Village (Stop BP)
76137	490006270N	Ardleigh Green, Durham Avenue (RM2) (Stop PC)
55157	490006347N	Dagenham, Eastfield Road (Stop G)
50214	490006347S	Dagenham, Eastfield Road (Stop D)
52307	490006348E	Enfield Wash, Hertford Road (EN3) (Stop P)
76233	490006348W	Enfield Wash, Hertford Road (EN3) (Stop T)
53060	490006341N	Newbury Park, Eastern Avenue (IG2) (Stop NJ)
50999	490006341S2	Newbury Park, Clifton Road (IG2) (Stop NH)
53797	490006246W	Wapping, Dundee Street (Stop S)
58386	490006231W	Harold Hill, Dulverton Road (RM3) (Stop FG)
75784	490006231	Harold Hill, Dulverton Road (RM3) (Stop FH)
50172	490006344N	Thamesmead, Nathan Way  Eastern Way (Stop R)
57249	490006344S	Thamesmead, Nathan Way  Eastern Way (Stop U)
57474	490006345E	Island Gardens, East Ferry Road (Stop B)
73623	490006345W	Island Gardens, East Ferry Road (Stop E)
47943	490006225N	Ham, Ham Parade (Stop J)
48005	490006226N	Hounslow West, Dukes Avenue (TW4) (->N)
49686	490006226S	Hounslow West, Dukes Avenue (TW4) (->S)
72708	490006227N	Ham, Tudor Drive (Stop H)
91455	490006229N	City of London, Duke's Place (Stop A)
55840	490006317B	Beckton, Beckton Bus Station (Stop B)
49437	490006317C	Beckton, Beckton Bus Station (Stop C)
71350	490006422S	Edgware, Edgwarebury Gardens (Stop H)
77460	490006423N	Edgware, Edgwarebury Lane  Edgware Way (Stop Q)
52833	490006350N	Mitcham, Mitcham Eastfields (Stop S)
52448	490006350S	Mitcham, Mitcham Eastfields (Stop T)
77931	490006353E1	Hampstead Garden Suburb, East Finchley Cemetery (Stop H)
74307	490006353E2	Hampstead Garden Suburb, East Finchley Cemetery (Stop J)
76025	490006354N	East Finchley, East Finchley Library (Stop)
50085	490006355S	Thamesmead South, Eastgate Close (Stop NG)
52015	490006356E	Charlton, Kemsing Road (Stop E)
49240	490006356W	Charlton, Kemsing Road (Stop D)
50865	490006357E	Wennington, East Hall Lane (->E)
77701	490006379BN	Walworth, Old Kent Road  East Street (Stop F)
58212	490006337N	Finchley, East End Road Finchley (Stop K)
50709	490006337S	Finchley, East End Road Finchley (Stop S)
74065	490006269S	Enfield Highway, Durants Park (Stop ED)
52499	490006233S	Dulwich, Dulwich College (Stop VL)
58370	490006233W	Dulwich, Dulwich College (Stop VQ)
56389	490006317D	Beckton, Beckton Bus Station (Stop D)
53269	490006318N1	Beckton, East Beckton Sainsbury's (Stop A)
50450	490006300T	Brentford, Great West Road Brentford (Stop BA)
73835	490006230S	Selsdon/South Croydon, Selsdon Library (Stop T)
54370	490006364N	Kingston Upon Thames, East Lane (KT1) (Stop UV)
76589	490006266EB	Walworth, Dunton Road (Stop EB)
75524	490006263W	Child's Hill, Dunstan Road (->W)
74632	490006264N	Honor Oak, Dunstans Road Honor Oak (Stop WA)
56591	490006342E	Whipps Cross, Peterborough Rd Lea Bridge Rd (Stop EL)
56305	490006343E	Thamesmead East, Picardy Manorway  Eastern Way (Stop)
52875	490006343W	Thamesmead East, Eastern Way  Norman Road (Stop)
50816	490006279N	Ealing, Castlebar Road (Stop SE)
53186	490006412E	Kingston Upon Thames, Eden Street (Stop DR)
52143	490006412E1	Kingston Upon Thames, Eden Street (Stop E1)
47140	490006412E2	Kingston Upon Thames, Eden Street (Stop E2)
56052	490006412E3	Kingston Upon Thames, Eden Street (Stop E3)
47985	490006412H	Kingston Upon Thames, St James Road (Stop H)
47396	490006413N	Norbury, Ederline Avenue (->N)
58731	490006413S	Norbury, Ederline Avenue (->S)
47603	490006414N	Norbury, Ederline Avenue Norbury (Stop W)
73204	490006340N	Romford, Eastern Avenue (RM7) (Stop S)
57075	490006340S	Romford, Eastern Avenue (RM7) (Stop E)
76941	490006313E	New Barnet, Victoria Road (EN4) (Stop BA)
71207	490006382S	North Ockendon, East View Kennels (->S)
50052	490006383E	Hackney Wick, Olympic Park North (Stop S)
71577	490006383W	Hackney Wick, Olympic Park North (Stop R)
76938	490006384N	Hayes Town, East Way (Stop W)
73791	490006384S	Hayes Town, East Way (Stop SW)
74458	490006360R	East Ham, High Street North East Ham (Stop R)
57723	490006360S	East Ham, High Street North East Ham (Stop S)
59147	490006361E	Cyprus, Strait RoadEast Ham Manor Way (Stop R)
76668	490006361S	Cyprus, Strait RoadEast Ham Manor Way (Stop S)
52444	490006427R	Little Stanmore, Edgware Police Station (Stop R)
77594	490006431W	Colindale, Colindale Superstores (Stop CO)
55385	490006432E	Edgware, Edgware Way (Stop)
74686	490006432S	Edgware, Edgware Way (Stop S)
51027	490006433W	Rotherhithe, Edinburgh Court (Stop)
55971	490006435CE	Crouch End, Edison Road (Stop CE)
73108	490006428D	Edgware Road, Edgware Road (Stop EC)
73812	490006428B	Edgware Road, Edgware Road (Stop EM)
57198	490006540E2	Mottingham, Eltham Gardens (Stop MR)
71270	490006542N	Eltham, Kingsground  Eltham Hill (Stop V)
59098	490006542S	Eltham, Kingsground  Eltham Hill (Stop U)
55384	490006586W	Enfield Town, Enfield Town  Cecil Road (Stop W)
74927	490006692W	Shadwell, Exmouth Estate (Stop)
47055	490006694E	Blackfen, Eynsford Crescent (Stop S)
51111	490006523N	Northolt, Elm Tree Close (Stop WM)
50741	490006523S	Northolt, Elm Tree Close (Stop EA)
59578	490006524E	Dulwich Village, Elmwood Road  Charter School (->E)
47507	490006524W	Dulwich Village, Elmwood Road  Charter School (->W)
49801	490006526A	East Dulwich, Elsie Road (Stop A)
71579	490006612E	Old Street, Epworth Street (Stop E)
49930	490006613N	Church End, Eric Road (Stop)
55987	490006614N	Mile End, Eric Street (Stop MC)
52424	490006520N	Clapham Common, Elms Road  Windmill On The Common (Stop C)
55993	490006520S	Clapham Common, Elms Road  Windmill On The Common (Stop J)
56127	490006616W	Lessness Heath, Erith Fire Station (Stop T)
47499	490006617M	Erith, Erith Health Centre (Stop M)
74278	490006620E	Bexleyheath, Foresters Crescent (Stop NG)
49851	490006620W	Bexleyheath, Erith Road (Stop NP)
48579	490006621F	Erith, Erith High Street (Stop F)
73980	490006622J	Erith, Erith Town Centre  Riverside (Stop J)
50587	490006623E	Erith, Walnut Tree Road (DA8) (Stop E)
74436	490006550P	Upper Holloway, Elthorne Road (Stop P)
56022	490006473W	Maida Hill, Elgin Avenue  Chippenham Road (Stop MN)
57751	490006476N	Notting Hill, Portobello and Golborne Market (Stop PP)
52241	490006476S	Notting Hill, Elgin Crescent (Stop PF)
48179	490006478E	Wallington, Elgin Road (->E)
54039	490006467J	Brixton, Electric Lane (Stop J)
71630	490006467W	Brixton, Electric Lane (Stop M)
49245	490006469S	Harlington, Elers Road (Stop)
50746	490006470E	Upper Edmonton, Eley Trading Estate (Stop H)
76179	490006471E	Maida Vale, Elgin Avenue (Stop MF)
49157	490006471W	Maida Vale, Elgin Avenue (Stop MK)
54165	490006543N	Eltham, Middle Park Ave Westhorne Ave (Stop WK)
50732	490006543N1	Eltham, Eltham Green School (Stop WJ)
48618	490006660N	North Sheen, Evelyn Road (Stop RA)
75115	490006660S	North Sheen, Evelyn Road (Stop RG)
74877	490006663N	Muswell Hill, Everington Road (Stop)
92137	490006663Y	Muswell Hill, Everington Road (Stop)
95299	490006449E	Bush Hill Park, First Avenue  Bush Hill Park (->E)
92138	490006663Z	Muswell Hill, Everington Road (Stop)
53576	490006579S	Enfield Highway, Enfield College (Stop EE)
53085	490006537O	Eltham, Eltham High Street  Roper Street (Stop O)
57374	490006538E	Elmstead, Eltham College (->E)
58931	490006436S	Berrylands, Edith Gardens (Stop)
74282	490006437HB	West Brompton, Edith Grove (Stop HB)
74899	490006437HE	West Brompton, Edith Grove (Stop HE)
77401	490006438W	Leyton, Edith Road (Stop F)
58379	490006440S	Upper Edmonton, Angel Road Station (->S)
57740	490006435CF	Crouch End, Edison Road (Stop CF)
47526	490006436N	Berrylands, Edith Gardens (Stop)
54865	490006442R	Lower Edmonton, Edmonton Green Station (Stop N)
95145	490006443Z	Lower Edmonton, Asda Edmonton Green (->N)
76435	490006536N	Avery Hill, Eltham Cemetery (Stop W)
47924	490006553E	Brixton, Loughborough Park  Elveden House (Stop)
52087	490006595E	North Feltham, Engleheart Drive (Stop K)
48498	490006641W	Rotherhithe, Essex House (Stop)
76230	490006642N	Finchley, Victoria Park (N3) (Stop NN)
51905	490006642S	Finchley, Victoria Park (N3) (Stop MM)
74670	490006644W	Whipps Cross, Essex Road (Stop WB)
58449	490006645W	Canonbury, Essex Road Newington Green Rd (Stop CD)
