stop_code	stop_id	stop_name
53817	490010431S	Northwood Hills, Hallowell Road (->S)
56223	490010431W	Northwood Hills, Northwood Iron Bridge (Stop)
74427	490010432E	Thamesmead South, Northwood Place (->E)
73277	490010432W	Thamesmead South, Northwood Place (->W)
73415	490010433N	Highgate, Northwood Road (Stop F)
71801	490010433S	Highgate, Northwood Road (->S)
53074	490010447S	Norwood Green, Norwood Green (->S)
58982	490010448S	South Norwood, Norwood Junction Station (Stop S)
47882	490010449N	Norwood, Norwood Park (Stop K)
56892	490010449S	Norwood, Norwood Park (Stop B)
77185	490010451J	Herne Hill, Norwood Road (SE24) (Stop J)
76816	490010452W1	Norwood New Town, Norwood School (Stop E)
75211	490010490E	East Dulwich, Oakhurst Grove (Stop WH)
72988	490010490W	East Dulwich, Oakhurst Grove (Stop WV)
58703	490010578W	Crayford, Old Road  Perry Street (->W)
47954	490010494N	East Finchley, Oak Lane (Stop J)
50877	490010494S	East Finchley, Oak Lane (Stop F)
48031	490010496W	Oakleigh Park, Oakleigh Park North (->W)
72311	490010472N	Ickenham, Oak Avenue (Stop L)
49589	490010473N	Addington, The Lindens (->SE)
56967	490010474N	Sands End, Oakbury Road (Stop TF)
48842	490010418E	Clayhall, Northview Drive (Stop F)
49059	490010418W	Clayhall, Woodford Trading Estate (Stop Q)
73467	490010420E	Addington, North Walk (->E)
71538	490010420W	Addington, North Walk (->W)
76596	490010421S	Bushey Mead, Northway (Stop H)
55883	490010422E	Addiscombe, Northway Road (->E)
75767	490010422W	Addiscombe, Northway Road (->W)
52135	490010424EE	Harrow, Gayton Road Northwick Park (Stop EE)
47478	490010424FF	Harrow, Northwick Avenue (Stop FF)
77641	490010454E	North Harrow, Nower Hill School (->E)
55014	490010455SG	St Mary Cray, Nugent Retail Park (Stop SG)
48398	490010593E	Wembley Park, Olympic Way (->E)
54576	490010593W	Wembley Park, Olympic Way (->W)
73469	490010594N	New Cross Gate, Ommaney Road (->N)
76253	490010498N	Bromley Common, Bromley Common  Holy Trinity Church (Stop BS)
76434	490010498S	Bromley Common, Oakley Road  Holy Trinity Ch (Stop BM)
71961	490010541S	Northolt, Orchard Close  The Fairway (->SW)
48345	490010504E	Newbury Park, Oaks Lane (Stop NC)
73573	490010505N	Upper Shirley, Oaks Road (Stop Q)
55490	490010602N	Fortis Green, Onslow Gardens (N10) (Stop C)
54422	490010602S	Fortis Green, Onslow Gardens (N10) (Stop B)
49984	490010603N	South Kensington, Onslow Square (Stop HT)
47667	490010535W	Old Coulsdon, Old Coulsdon  Tudor Rose (Stop L)
76802	490010536K	Kensington, York House Place  Kensington High St (Stop K)
52656	490010390S	Northolt, Northolt Fire Station (Stop NL)
50992	490010391N	Northolt, Eastcote Lane (->NE)
51197	490010391S	Northolt, Eastcote Lane (->SW)
74574	490010563N	Widmore, Old Homesdale Road (Stop A)
50371	490010563S	Widmore, Old Homesdale Road (Stop G)
72494	490010565C	Purley, Brighton Road  Old Lodge Lane (Stop RC)
76439	490010565D	Purley, Brighton Road  Old Lodge Lane (Stop RF)
49135	490010566E	Ruxley, Old Maidstone Road (->SE)
51722	490010566M	Ruxley, Old Maidstone Road (Stop M)
52036	490010362R	West Ealing, Dean Gardens  Bedford Road (Stop R)
53295	490010524E	Clapham Junction, Battersea Arts Centre (Stop A)
59289	490010524S	Clapham Junction, Battersea Arts Centre (Stop D)
53936	490010525N	Coldblow, Old Bexley Lane (Stop)
54601	490010526G	St James', Old Bond Street Royal Academy (Stop G)
55439	490010460N	Hampton, Nurserylands Shopping Centre (->N)
56144	490010460S	Hampton, Nurserylands Shopping Centre (->S)
71731	490010462N	Dagenham, Nutbrowne Road (Stop T)
54020	490010462S	Dagenham, Nutbrowne Road (Stop B)
52627	490010463S	Upper Edmonton, Nutfield Close (Stop L)
58637	490010464E	Goodmayes, Nutfield Gardens (Stop T)
72067	490010410S	Falconwood, Northumberland Avenue Falconwood (Stop G)
51489	490010537E	Charlton, Hervey Road (Stop T)
47161	490010537W	Charlton, Hervey Road (Stop B)
72005	490010538E	Selsdon/South Croydon, Dove Close (->E)
57102	490010540S	Hampton, Old Farm Road (->S)
49267	490010541N	Northolt, Orchard Close  The Fairway (->NE)
56743	490010574C	Hyde Park Corner, Old Park Lane  Hard Rock Cafe (Stop C)
72594	490010574D	Hyde Park Corner, Old Park Lane  Hard Rock Cafe (Stop D)
73085	490010575E	Grange Park, Old Park Ridings (Stop Z)
76986	490010365E	Cranford, Northfield Road (Stop E)
54828	490010365W	Cranford, Northfield Road (Stop J)
95073	490010366E	Cockfosters, Northfield Road Cockfosters (->E)
95077	490010366W1	Cockfosters, Northfield Road Cockfosters (->NW)
56977	490010368E	North Acton, Northfields Road (->E)
71765	490010368S	North Acton, Northfields Road (->W)
58128	490010487E	Norbury, Oakhill Road (Stop J)
50312	490010379S	Fortis Green, North Hill Avenue (Stop X)
56515	490010380E	Heston, Holly Farm Road (Stop BK)
73726	490010380W	Heston, Holly Farm Road (Stop BL)
49510	490010505S	Upper Shirley, Oaks Road (Stop R)
54343	490010507N	Romford, Oak Street (Stop R)
77427	490010507S	Romford, Oak Street (Stop F)
55078	490010510W	Beckenham, Oakwood Avenue (Stop H)
51575	490010512W1	Crofton, Oakwood Road  St. Pauls Church (Stop CC)
77887	490010512W2	Crofton, Oakwood Road  St. Pauls Church (Stop CN)
49629	490010513E	Stepney, Bancroft Road  Ocean Estate (Stop C)
50035	490010513W	Stepney, Ocean Estate (Stop F)
77827	490010515N	Canonbury, Ockendon Road (Stop EF)
52771	490010517E	Kenton, Odeon Parade  Upton Gardens (Stop J)
75971	490010527E	City of London, Old Broad Street (Stop LK)
48687	490010527W	City of London, Old Broad Street (Stop LL)
72454	490010528N	Southend, Old Bromley Road (Stop SU)
47121	490010528S	Southend, Old Bromley Road (Stop DL)
91396	490010435NW	Northwood Hills, Northwood School (->NW)
49332	490010437NA	North Woolwich, North Woolwich Free Ferry (Stop A)
71513	490010437NB	North Woolwich, North Woolwich Free Ferry (Stop B)
58109	490010437NZ	North Woolwich, North Woolwich Free Ferry (Stop Z)
53097	490010594S	New Cross Gate, Ommaney Road (->S)
47319	490010595F	East Dulwich, Ondine Road (Stop F)
52042	490010596E	Surrey Quays, Onega Gate (->E)
50855	490010596W	Surrey Quays, Onega Gate (->W)
91481	490010599Z	North Cray, Longmead Drive  Onslow Drive (Stop B)
50049	490010499W	Mill Hill, Oakmede Gardens (Stop L)
56659	490010500E	Coombe, Oak Road (Stop S)
53515	490010500W	Coombe, Oak Road (Stop M)
55156	490010501E	Norwood, Oaks Avenue (->E)
59227	490010501W	Norwood, Oaks Avenue (->W)
56011	490010502V	North Cheam, Oaks Avenue (KT4) (Stop V)
75262	490010502W	North Cheam, Oaks Avenue (KT4) (Stop W)
75504	490010410N	Falconwood, Northumberland Avenue Falconwood (Stop M)
47755	490010407C	Romford, North Street Romford (Stop C)
76283	490010407D	Romford, North Street Romford (Stop D)
53879	490010408F	Barking, North Street (Stop F)
55317	490010408P	Barking, North Street (Stop P)
54549	490010569S	Old Oak Common, Old Oak Common Lane (Stop U)
51421	490010542N	Northolt, Oldfield Close (Stop B)
51065	490010542S	Northolt, Oldfield Close (Stop R)
53176	490010543S	Hampton, Oldfield Road  Percy Road (Stop B)
57731	490010544N	Bickley, Lime Close (->N)
77707	490010547W	Southborough, Northumberland Gardens (BR1) (->W)
53234	490010549E	Bickley, Oldfield Road St Georges Road (Stop)
53446	490010549W	Bickley, Oldfield Road St Georges Road (Stop)
71899	490010552N	Old Ford, Old Ford Road (E3) (Stop OB)
73217	490010354S	Farnborough, North End Road  Shire Lane (Stop)
53082	490010577W	Barnehurst, Old Road (Stop R)
51771	490010578E	Crayford, Old Road  Perry Street (->E)
57659	490010434N	Upper Norwood, Osborne Road  Northwood Road (Stop)
72158	490010600E	South Kensington, Onslow Gardens South Kensington (Stop GG)
76873	490010600W	South Kensington, Onslow Gardens South Kensington (Stop GD)
52815	490010583S	Elmers End, Old School Close (->S)
52630	490010584N	Spitalfields, Brushfield Street (->N)
74186	490010438NC	North Woolwich, North Woolwich Police Station (Stop F)
47737	490010438ND	North Woolwich, North Woolwich Police Station (Stop N)
71616	490010439W	Norbury, Freeman Court (->W)
50722	490010440N	Dagenham, Norwich Road (RM9) (Stop FZ)
55635	490010440S	Dagenham, Norwich Road (RM9) (Stop FX)
58471	490010441N	Northwood Hills, Colchester Road (HA6) (Stop)
58130	490010441S	Northwood Hills, Norwich Road (HA5) (Stop)
77720	490010374A	North Greenwich, North Greenwich Station (Stop A)
48678	490010374B	North Greenwich, North Greenwich Station (Stop B)
74069	490010374C	North Greenwich, North Greenwich Station (Stop C)
73327	490010374D	North Greenwich, North Greenwich Station (Stop D)
54823	490010374E	North Greenwich, North Greenwich Station (Stop E)
71659	490010455SJ	St Mary Cray, Nugent Retail Park (Stop SJ)
54180	490010376N	North Harrow, North Harrow Post Office (Stop NB)
56746	490010376S	North Harrow, North Harrow Post Office (Stop NC)
54299	490010474S	Sands End, Oakbury Road (Stop TK)
47721	490010475E	Chessington, Oakcroft Road (->E)
47736	490010475W	Chessington, Oakcroft Road (->W)
58359	490010476N	Upton, Oakdale Road (->N)
74889	490010478E	Chislehurst West, Oakdene Avenue (Stop E)
74064	490010478W	Chislehurst West, Oakdene Avenue (Stop P)
49841	490010482N	Dartmouth Park, Oakeshott Avenue (->N)
74303	490010482S	Dartmouth Park, Oakeshott Avenue (->S)
72856	490010483N	North Hillingdon, Oak Farm Library (->N)
77120	490010483S	North Hillingdon, Oak Farm Library (->S)
95226	490010485Y	Stroud Green, Oakfield Road Stroud Green (->N)
95223	490010485Z	Stroud Green, Oakfield Road Stroud Green (->S)
59294	490010486F	Burnt Oak, Oak Gardens (Stop F)
77531	490010411E	Ardleigh Green, Northumberland Avenue (RM2) (Stop PM)
52268	490010413N	Northumberland Heath, Northumberland Park  Bexley Road (Stop P)
72254	490010520E	East Wickham, Okehampton Crescent  Lodge Hill (Stop S)
56194	490010520W	East Wickham, Lodge Hill (DA16) (Stop B)
49005	490010521N	Kensal Rise, Okehampton Road (Stop KB)
53090	490010521S	Kensal Rise, Okehampton Road (Stop KC)
53131	490010522E	South Acton, Gunnersbury Park (->E)
76921	490010522W	South Acton, Gunnersbury Park (->W)
71852	490010465E	Thornton Heath, Nutfield Road (Stop Q)
49813	490010466S	South Hampstead, Nutley Terrace (Stop S)
58993	490010467E	Wanstead, Nutter Lane (Stop R)
75503	490010575S	Grange Park, Old Park Ridings (Stop X)
56328	490010428S	Northwood, Hawkesworth Close (->S)
59444	490010429E	Northwood Hills, Northwood Health Centre (Stop H)
72971	490010429W	Northwood Hills, Northwood Health Centre (Stop G)
73161	490010430N	Northwood Hills, Stanley Road (HA6) (Stop J)
76400	490010430S	Northwood Hills, Stanley Road (HA6) (Stop K)
75371	490010369G	North Finchley, North Finchley High Road (Stop J)
48956	490010369H	North Finchley, North Finchley High Road (Stop H)
77699	490010363E	Alperton, Kenmere Gardens (Stop)
77209	490010363W	Alperton, Kenmere Gardens (Stop)
71450	490010364S	Ponders End, Orchard Road (EN3) (->S)
49223	490010431N	Northwood Hills, Hallowell Road (->N)
52518	490010445A	Norwood Green, Norwood Gardens (Stop A)
49761	490010445B	Norwood Green, Norwood Gardens (Stop B)
50468	490010447N	Norwood Green, Norwood Green (->N)
53336	490010416E	Northumberland Heath, Northumberland Way (Stop Y)
53113	490010416W	Northumberland Heath, Northumberland Way (Stop K)
48052	490010518N	Barnsbury, Offord Road (Stop W)
55381	490010518S	Barnsbury, Offord Road (Stop V)
75515	490010519S	Beacontree Heath, Oglethorpe Road (Stop A)
73664	490010413S	Northumberland Heath, Northumberland Park  Bexley Road (Stop V)
56554	490010586W	Aperfield, Old Tye Avenue (Stop)
76714	490010587S	Barnehurst, Old Road (Stop S)
51715	490010588E1	Farnborough, Oleander Close (Stop L)
76576	490010588E2	Farnborough, Oleander Close (Stop F)
75065	490010589N	Upper Walthamstow, St Helens School (Stop S)
47032	490010589S	Upper Walthamstow, Oliver Road Walthamstow (Stop P)
57333	490010590G	Leyton, Oliver Road Leyton (Stop G)
72169	490010590H	Leyton, Oliver Road Leyton (Stop H)
72050	490010591V	Leyton, Oliver Road (stop V)
73567	490010591W	Leyton, Oliver Road (Stop W)
47421	490010592W	Romford, Olive Street (Stop K)
53779	490010601S	South Woodford, Onslow Gardens (E18) (Stop R)
53591	490010561E	Old Ford, Parnell Road (Stop ON)
76060	490010561W	Old Ford, Parnell Road (Stop OC)
56563	490010381E	Hayes Town, North Hyde Road (Stop Z)
54279	490010381W	Hayes Town, North Hyde Road (Stop Y)
77543	490010359B	Walham Green, North End Road Walham Green (Stop B)
77584	490010362L	West Ealing, Northfield Avenue (Stop L)
54550	490010584S	Spitalfields, Folgate Street (Stop T)
49885	490010585X	Shoreditch, Shoreditch Town Hall (Stop X)
74991	490010529B	West Brompton, Earls Court Square (Stop B)
52516	490010530E	St Mary Cray, Oldbury Close (->E)
47846	490010552S	Old Ford, Old Ford Road (E3) (Stop OK)
52687	490010554S1	Globe Town, Victoria Park (Stop W)
73613	490010554S2	Globe Town, Old Ford Road Globe Town (Stop S)
73343	490010555G	Bethnal Green, Old Ford Road (E2) (Stop G)
55323	490010358E	West Kensington, North End Road West Kensington (Stop BN)
52398	490010441W	Northwood Hills, Winchester Road Northwood Hills (->W)
48403	490010442S	Burnt Oak, Norwich Walk (Stop Q)
57376	490010392F	Northolt, Northolt Swimming Pool (Stop F)
71775	490010392J	Northolt, Northolt Swimming Pool (Stop J)
72874	490010393S	Grove Park, Northover (Stop F)
47922	490010398N	College Park, North Pole Road (Stop Q)
72984	490010398S	College Park, North Pole Road (Stop J)
77466	490010399N	Lower Holloway, North Road  Hillmarton Road (Stop C)
76569	490010401E	West Drayton, North Road (UB7) (->E)
51848	490010567H	Lisson Grove, Old Marylebone Road (Stop EU)
52400	490010569N	Old Oak Common, Old Oak Lane  Atlas Road (Stop J)
50638	490010531OS	Bond Street, New Bond Street (Stop OS)
50279	490010531W	Bond Street, New Bond Street (Stop OE)
51620	490010534E	Chelsea, Old Church Street Chelsea (Stop KE)
75189	490010535N	Old Coulsdon, Old Coulsdon  Tudor Rose (Stop C)
57694	490010535S	Old Coulsdon, Old Coulsdon  Tudor Rose (Stop H)
50403	490010357B	West Kensington, North End Road (Stop E)
76043	490010357F	West Kensington, North End Road (Stop J)
75645	490010356W	Slade Green, Bridge Road  Northend Road (->W)
57419	490010356E2	Slade Green, Bridge Road  Northend Road (->E)
74361	490010435C	Northwood Hills, Northwood School (Stop L)
72567	490010487W	Norbury, Oakhill Road (Stop H)
72371	490010604E	Earlsfield, Openview (->E)
52470	490010603S	South Kensington, Onslow Square (Stop HV)
55844	490010604W	Earlsfield, Openview (->W)
98142	490010605S	Forty Hill, Orchard Crescent (->S)
53208	490010609E	Totteridge, Orange Tree (->E)
59464	490010609W	Totteridge, Orange Tree (->W)
57580	490010610N1	Beddington Corner, Orchard Avenue (Stop T)
58146	490010610N2	Beddington Corner, Orchard Avenue (Stop P)
98143	490010606N	Forty Hill, Orchard Crescent (->N)
71133	490010612E	Woodford, Orchard Estate (Stop W)
50688	490010612W	Woodford, Orchard Estate (Stop V)
51146	490010726W	Harold Hill, Paines Brook Way (Stop PE)
57927	490010727W	Queensway, Palace Court (Stop S)
58187	490010647S	Hackney Wick, Osborne Road (Stop R)
57091	490010639S1	Orpington, Sevenoaks Road  Cloonmore Avenue (Stop F)
72777	490010640W	Orpington, Orpington Hospital (Stop H)
58332	490010618S2	Brentford, Orchard Road (TW8) (Stop SC)
58271	490010619J	Plumstead, Orchard Road  Griffin Road (Stop WU)
72168	490010628O	Leamouth, Oregano Drive (Stop Y)
95013	490010696NE	Petts Wood, Oxhawth Crescent (->NE)
47226	490010617E	Sidcup, Sydney Road Sidcup (->E)
48182	490010669N	New Addington, Overbury Crescent (Stop M)
54304	490010819W	Kingston Hill, Wingfield Road (->W)
75709	490010694E	Southborough, Oxhawth Crescent  West Arm (Stop Q)
59522	490010694W	Southborough, Oxhawth Crescent  West Arm (Stop H)
71564	490010613N	Hook, Elm Road (Stop HS)
50478	490010613N2	Hook, Rosemary Gardens (Stop AP)
57465	490010613S	Hook, Elm Road (Stop HT)
71310	490010707N	Morden, Oxted Close (Stop A)
49409	490010708N	Cowley Peachey, Packet Boat Lane (Stop D)
58771	490010620W	Greenwich, Hare & Billet Road (->NW)
47313	490010621N	Lisson Grove, Orchardson Street (Stop EP)
58848	490010621S	Lisson Grove, Orchardson Street (Stop EA)
74618	490010654S	Stroud Green, Ossian Road (Stop)
48388	490010728E	Kensington, Palace Gate (Stop RH)
76336	490010728N	Kensington, Palace Gate (Bay RQ)
52348	490010728S	Kensington, Palace Gate (Stop RP)
56541	490010728W	Kensington, Palace Gate (Stop RE)
47208	490010789E	Park Langley, Stone Park Ave Chinese Garage (Stop LZ)
73040	490010789W	Park Langley, Stone Park Ave Chinese Garage (Stop LW)
56058	490010790N	Thornton Heath, Park Lawn (->N)
59389	490010790S	Thornton Heath, Park Lawn (->S)
55087	490010791N	Mill Hill, Parkmead Gardens (->N)
56024	490010785W	Heath Park, Park Lane Heath Park (Stop RF)
51851	490010617W	Sidcup, Sydney Road Sidcup (->W)
53263	490010811N	Hackbridge, Park Road (SM6) (Stop E)
74054	490010811S	Hackbridge, Park Road (SM6) (Stop D)
76359	490010812E	Aldersbrook, Park Road Aldersbrook (Stop C)
76194	490010672N	Honor Oak, Langton Rise (Stop A)
50344	490010669S	New Addington, Overbury Crescent (Stop L)
74983	490010630E	Northolt, Castle Road  Glamis Way (->E)
57650	490010630W	Northolt, Castle Road  Glamis Way (->W)
49547	490010651N	Osidge, Osidge Library (Stop D)
52549	490010651S	Osidge, Osidge Library (Stop B)
53542	490010651W	Osidge, Osidge Library (Stop J)
73935	490010652N	Selsdon/South Croydon, Peacock Gardens (->N)
50117	490010710W	Ravenscourt Park, Paddenswick Road (Stop SH)
55252	490010712N	Yeading, Paddington Close (->N)
51725	490010713E	Lisson Grove, Paddington Green Police Station (Stop EX)
74179	490010713F	Lisson Grove, Paddington Green Police Station (Stop EW)
47489	490010714E	Hampton Court, Paddock Gates (->E)
52524	490010715N	Kingsbury, The Paddocks (Stop BT)
55225	490010717E	Brixton, Padfield Street (Stop J)
48494	490010718E	Little Heath, Padnall Road Little Heath (Stop J)
53540	490010718W	Little Heath, Padnall Road Little Heath (Stop W)
59184	490010719E	Burnt Oak, Pageant Avenue (Stop QB)
74480	490010720S	Rotherhithe, Pageant Steps (->S)
49250	490010720W	Rotherhithe, Pageant Steps (->W)
54427	490010689KB	Oxford Circus, Great Titchfield Street  Oxford Circus Station (Stop OP)
51889	490010689OJ	Oxford Circus, Great Titchfield Street  Oxford Circus Station (Stop OJ)
71524	490010690N	Dollis Hill, Oxgate Gardens (Stop DB)
47956	490010691E	Dollis Hill, Oxgate Lane (Stop SU)
50483	490010691N	Dollis Hill, Oxgate Lane (Stop SH)
51572	490010693E	Petts Wood, Southborough Lane  Baptist Church (Stop R)
75594	490010693W	Petts Wood, Oxhawth Crescent  East Arm (Stop G)
59207	490010757S	Hampton, Park Close (Stop M)
58127	490010760N	Enfield Town, Park Crescent (Stop L)
48464	490010760S	Enfield Town, Park Crescent (Stop A)
53355	490010762E	Hither Green, Parkcroft Road (Stop J)
76918	490010762W	Hither Green, Parkcroft Road (Stop K)
74331	490010763N	Beacontree Heath, Park Drive (->N)
76150	490010763W	Beacontree Heath, Park Drive (->W)
77693	490010636V	Orpington, High Street  Broomhill Road (Stop V)
49079	490010639E	Orpington, Sevenoaks Road  Orpington Hospital (Stop E)
49449	490010639N	Orpington, Sevenoaks Road  Cloonmore Avenue (Stop K)
72160	490010734E	Foots Cray, Palm Avenue (Stop FE)
53256	490010736G	Palmers Green, Palmers Green  The Triangle (G)
51853	490010736H	Palmers Green, Palmers Green  The Triangle (Stop H)
54892	490010741E	South Acton, Palmerston Road Stanley Road (Stop T)
59096	490010652S	Selsdon/South Croydon, Peacock Gardens (->S)
48334	490010653E	Tufnell Park, Carleton Road (N19) (Stop TE)
76347	490010687F	Gunnersbury, Oxford Road North (Stop F)
58934	490010744S	Thornton Heath, Parchmore Methodist Church (->S)
76603	490010746W	Penge & Sydenham, Parish Lane (Stop N)
73925	490010748N	Bromley Park, Park Avenue Bromley (Stop DD)
58532	490010748S	Bromley Park, Park Avenue Bromley (Stop)
77485	490010750N	Plaistow, Park Avenue (BR1) (Stop H)
56819	490010750S	Plaistow, Park Avenue (BR1) (Stop S)
73903	490010801H	Edmonton, Angel Corner (Stop H)
53994	490010622L	Mayfair, Orchard Street  Selfridges (Stop BZ)
53621	490010624W	Wrythe Green, Orchard Way Erskine Road (Stop)
72934	490010626C	Enfield Wash, Turkey Street Totteridge Road (Stop L)
51688	490010742W	Thamesmead, St Pauls Academy (->W)
55032	490010744N	Thornton Heath, Parchmore Methodist Church (->N)
49677	490010802E	Wood End Green, Park Road (UB4) (Stop XD)
74095	490010802W	Wood End Green, Park Road (UB4) (Stop XE)
51806	490010804E	Hampton Hill, Park Road Hampton Hill (->E)
55114	490010723N	Westminster, Page Street (Stop NP)
51586	490010723S	Westminster, Page Street (Stop NM)
54671	490010724E	Wrythe Green, Paget Avenue (Stop)
52081	490010725N	North Sheen, Pagoda Avenue (Stop RB)
57022	490010654N	Stroud Green, Ossian Road (Stop E)
47378	490010641X	Orpington, Orpington Police Station (Stop X)
91613	490010642N	Poverest, Orpington Road (Stop F)
51472	490010829E	Edgware, Parkside Drive (Stop J)
75098	490010830N1	Osidge, Parkside Gardens Woodfield Drv (Stop M)
75990	490010830S	Osidge, Parkside Gardens Woodfield Drv (Stop A)
51520	490010683E	West Harrow, Oxford Road (Stop WF)
58392	490010683W	West Harrow, Oxford Road (Stop WJ)
47574	490010685E	Hampton Hill, Oxford Road Hampton Hill (->E)
56168	490010685W	Hampton Hill, Oxford Road Hampton Hill (->W)
55937	490010686Q	Uxbridge, Crown Walk (Stop Q)
72642	490010791S	Mill Hill, Parkmead Gardens (->S)
48840	490010696S	Petts Wood, Oxhawth Crescent (->S)
95005	490010696SW	Petts Wood, Oxhawth Crescent (->SW)
56809	490010646S	Thornton Heath, Osborne Gardens (->S)
57141	490010647N	Hackney Wick, Osborne Road (Stop S)
76920	490010656W1	Hampstead Garden Suburb, Ossulton Way (Stop K)
75608	490010656W2	Hampstead Garden Suburb, Ossulton Way (Stop G)
51515	490010657N	Hampstead Garden Suburb, Ossulton Way  Brim Hill (Stop)
47584	490010658F	Osterley, Osterley Library (Stop T)
74993	490010792C	Harlesden, Park Parade (Stop C)
73182	490010792D	Harlesden, Park Parade (Stop D)
77905	490010776W	Clapham Park, Park Hill (Stop F)
57925	490010777E	Hampton Court, Park House (->E)
72020	490010699W	Shooters Hill, Oxlea Meadow (Stop U)
52832	490010701E	Shooters Hill, Oxleas Wood (Stop SG)
77233	490010701W	Shooters Hill, Oxleas Wood (Stop SK)
72662	490010702N	Rayners Lane, Oxleay Road (Stop Z)
74060	490010702S	Rayners Lane, Oxleay Road (Stop U)
49416	490010703N	Becontree, Oxlow Lane (RM9) (Stop H)
49000	490010703S	Becontree, Oxlow Lane (RM9) (Stop C)
56292	490010704E	Beacontree Heath, Rainham Road North (Stop)
54633	490010704N	Beacontree Heath, Oxlow Lane (RM10) (Stop)
57224	490010783N	Carshalton, Park Lane (Stop GF)
71720	490010783S	Carshalton, Park Lane (Stop GH)
53202	490010784S	North Wembley, Park Lane North Wembley (Stop C)
52666	490010785E	Heath Park, Park Lane Heath Park (Stop RC)
71950	490010838E	Hornchurch, Wingletye Lane (->E)
49791	490010733W	Charlton, Pallet Way (Stop ST)
55211	490010764N	Romford, Romford Bus Garage (Stop NA)
55611	490010766N	Harrow Weald, Broadfields Sports Ground (Stop)
73441	490010766S	Harrow Weald, Parkfield Avenue (->S)
76612	490010767E	Lower Feltham, Parkfield Crescent (Stop V)
73257	490010767W	Lower Feltham, Parkfield Crescent (Stop Q)
54928	490010671N	Dulwich Village, Overhill Road (Stop DJ)
57565	490010671S	Dulwich Village, Overhill Road (Stop DH)
75764	490010804W	Hampton Hill, Park Road Hampton Hill (->W)
55276	490010805E	South Norwood, Park Road South Norwood (->E)
52578	490010805E1	South Norwood, Russell Court (->NE)
54649	490010805W	South Norwood, Selhurst Road  Park Road (->W)
54712	490010806N	Hampton Hill, Parkside (Stop HN)
50367	490010806S	Hampton Hill, Parkside (Stop HA)
71188	490010807N	Hanworth, Park Road Hanworth (Stop T)
47431	490010807S	Hanworth, Park Road Hanworth (Stop A)
72025	490010808N	Hounslow, Park Road  Whitton Road (Stop SJ)
53566	490010808S	Hounslow, Park Road  Whitton Road (Stop SD)
52354	490010809E	Ilford, Park Road Ilford (Stop P)
54150	490010810E	Uxbridge, The Hermitage (->E)
56846	490010812W	Aldersbrook, Park Road Aldersbrook (Stop P)
72370	490010813N	Richmond, Park Road Richmond (->N)
58158	490010813S	Richmond, Park Road Richmond (->S)
56962	490010815E	East Barnet, Park Road East Barnet (Stop BD)
47052	490010658G	Osterley, Osterley Library (Stop N)
77441	490010662E	Lea Bridge, Oswald Street (Stop)
73581	490010663W	Cowley Peachey, Otterfield Road (Stop A)
77985	490010664E	Dollis Hill, Pippin Close (Stop DA)
55769	490010665E	Dollis Hill, Conway Road Dollis Hill (Stop DK)
71891	490010665W	Dollis Hill, Conway Road Dollis Hill (Stop DL)
57258	490010622BA	Mayfair, Orchard Street  Selfridges (Stop BA)
58877	490010773E1	Barnehurst, Park Grove (DA6) (Stop A)
57964	490010816N	Lisson Grove, Park Road  Lords Cricket Ground (Stop N)
75948	490010816P	Lisson Grove, Park Road  Lords Cricket Ground (Stop P)
56306	490010709S	Upper Street, Packington Street (Stop A)
73634	490010710E	Ravenscourt Park, Paddenswick Road (Stop SC)
51717	490010699E	Shooters Hill, Oxlea Meadow (Stop B)
75015	490010796W	West Ham, Park Road (Stop S)
55877	490010797E	Lisson Grove, Park Road  London Business School (Stop LL)
51322	490010741W	South Acton, Palmerston Road Stanley Road (Stop K)
53593	490010742E	Thamesmead, St Pauls Academy (->E)
55094	490010774S	West Dulwich, Park Hall Road (Stop WJ)
59605	490010775N	Bickley, Park Hill Bickley (->N)
54471	490010775S	Bickley, Park Hill Bickley (->S)
50520	490010776E	Clapham Park, Park Hill (Stop H)
55977	490010687K	Gunnersbury, Oxford Road North (Stop K)
53084	490010707E	Morden, Oxted Close (Stop B)
51253	490010793S	Hampton Hill, Park Place (Stop HD)
58416	490010794N	Uxbridge, Park Road Uxbridge (Stop)
51259	490010796E	West Ham, Park Road (Stop H)
53319	490010774N	West Dulwich, Park Hall Road (Stop WQ)
52165	490010751F	Hanger Lane, Park Avenue Hanger Lane (Stop F)
58222	490010751G	Hanger Lane, Park Avenue Hanger Lane (Stop G)
74713	490010752S	Locksbottom, Hastings Road  Lakeside Drive (->S)
47329	490010753E	Wood Green, Park Avenue Wood Green (Stop BE)
47321	490010753W	Wood Green, Park Avenue Wood Green (Stop BJ)
48909	490010754P	Southall, Park Avenue (UB1) (Stop P)
47143	490010754Q	Southall, Park Avenue (UB1) (Stop Q)
50790	490010757N	Hampton, Park Close (Stop U)
72958	490010817K	Chislehurst, Chislehurst  Ashfield Lane (Stop K)
75817	490010818N	South Norwood, Selhurst Park Stadium (->N)
48276	490010818S	South Norwood, Selhurst Park Stadium (->S)
76951	490010819E	Kingston Hill, Wingfield Road (->E)
73254	490010672S	Honor Oak, Langton Rise (Stop D)
53377	490010675BA	Thamesmead South, Overton Road (Stop BA)
58034	490010675N	Thamesmead South, Overton Road (Stop N)
58055	490010676N1	Tokyngton, Owen Way (->S)
75230	490010676N2	Tokyngton, Owen Way (->N)
